N,Run,Acc_2Nm,F1_2Nm,Prec_2Nm,Recall_2Nm,Acc_4Nm,F1_4Nm,Prec_4Nm,Recall_4Nm,TrainTime_s,Test2_Infer_s,Test2_Viz_s,Test4_Infer_s,Test4_Viz_s
8,10,0.234,0.2328254224005371,0.2392353794893058,0.23399999999999999,0.2185,0.21494799029163766,0.21775712211123524,0.2185,2.8237261000000444,0.8383879000000434,5.385484900000051,0.9941959000000224,5.321469099999945
9,1,0.428,0.42603614966105197,0.4267174694119105,0.42800000000000005,0.429,0.42153968539119535,0.41871486129671964,0.4290000000000001,4.039615499999968,0.557466399999953,4.902294499999925,0.598965499999963,4.900125799999955
9,2,0.7345,0.7265897951201856,0.7221781436631753,0.7344999999999999,0.6955,0.6902612661134955,0.6876916887788452,0.6955,6.574354900000003,0.7598829999999452,5.037084199999981,0.787554699999987,5.03340849999995
9,3,0.633,0.624145833919131,0.6242040104587332,0.633,0.6305,0.6145326920768122,0.6085289780501981,0.6305,2.8815885999999864,0.419925400000011,4.895224399999961,0.5520741999999927,5.231349399999999
9,4,0.7095,0.6990870795996467,0.6999435374885385,0.7095,0.685,0.6780003891380576,0.673394983256389,0.6850000000000002,5.245988699999998,0.7656577999999854,4.835996000000023,0.8462077000000363,4.960342299999979
9,5,0.596,0.5984693865795199,0.6369751847261464,0.596,0.5655,0.5672810307085101,0.5999800236557011,0.5654999999999999,5.1843242999999575,0.6069849000000431,5.072052699999972,0.5741848000000118,5.14148739999996
9,6,0.7415,0.7340368972039253,0.7349526672803599,0.7415,0.7095,0.699837106565387,0.6987162899303058,0.7094999999999999,4.720045200000072,0.6984072000000197,4.447817699999973,0.7166513999999324,4.688240299999961
9,7,0.3765,0.3675400575769768,0.36510971309482654,0.3765,0.312,0.2963442554993104,0.2911820102021587,0.312,3.5002880000000687,1.058942199999933,5.5253671000000395,1.0264958999999862,5.032778399999984
9,8,0.685,0.6778383760648475,0.6760378879873159,0.685,0.636,0.6249803612510425,0.6222788224995804,0.636,5.468382399999996,0.9275967999999466,4.799305199999935,1.000521899999967,4.845945699999902
9,9,0.883,0.8830426314005374,0.8851164532309923,0.883,0.7605,0.7346871621379182,0.7562516020007445,0.7605000000000001,4.90256009999996,0.5454568000000108,4.416813499999989,0.5616792000000714,4.662221499999987
